show_id,type,title,director,cast,date_added,release_year,rating,duration,listed_in,description,country,genre
81146370.0,Movie,Spirit Riding Free: Spirit of Christmas,,"Amber Frank, Bailey Gambertoglio, Sydney Park, Evan Agos, Kay Bess, Darcy Rose Byrnes, David Faustino, Gabriella Graves, Duncan Joiner, Katherine McNamara, Nolan North, Tiya Sircar",6-Dec-19,2019.0,TV-Y7,46 min,Children & Family Movies,Lucky and friends must figure out how to get home in time for Christmas when a falling boulder ??and a serious snowstorm ??derail their travel plans.,South Korea,Dramas
80228274.0,TV Show,Teasing Master Takagi-san,,"Rie Takahashi, Yuki Kaji, Konomi Kohara, M?»A?»O, Yui Ogura, Yuma Uchida, Kotori Koiwai, Nobuhiko Okamoto, Fukushi Ochiai",6-Dec-19,2019.0,TV-PG,1 Season,"Anime Series, International TV Shows, Romantic TV Shows","Teased constantly by classmate Takagi-san, middle-schooler Nishikata swears payback by trying (and failing) to give her a dose of her own medicine.",United States,International
80213588.0,TV Show,The Confession Killer,"Robert Kenner, Taki Oldham",,6-Dec-19,2019.0,TV-14,1 Season,"Crime TV Shows, Docuseries",Henry Lee Lucas rose to infamy when he confessed to hundreds of unsolved murders. This docuseries examines the truth ??and horrifying consequences.,United States,Comedies
70120340.0,Movie,THE RUM DIARY,Bruce Robinson,"Johnny Depp, Aaron Eckhart, Michael Rispoli, Amber Heard, Richard Jenkins, Giovanni Ribisi, Amaury Nolasco, Marshall Bell, Bill Smitrovich",6-Dec-19,2011.0,R,120 min,"Comedies, Dramas",Johnny Depp stars in this adaptation of Hunter S. Thompson's novel about a boozy journalist who moves to Puerto Rico and falls for a taken woman.,Indonesia,Dramas
80987516.0,TV Show,Three Days of Christmas,,"Victoria Abril, Elena Anaya, Mar Ayala, Nerea Barros, Berta CastaÃ±Ã©, VerÃ³nica Echegui, VerÃ³nica ForquÃ©, ?ngela Molina, Anna Moliner, Charo LÃ³pez, Mariona PagÃ¨s, Carla Tous, Carles Arquimbau, Manel BarcelÃ³, Nausicaa BonnÃ­n, Alicia Borrachero, Antonio Dechent, Miquel FernÃ¡ndez, Francesc Garrido, IvÃ¡n Morales, Susi SÃ¡nchez, David Solans",6-Dec-19,2019.0,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Four sisters deal with family drama and secrets throughout three different time periods, all occurring on Christmas Day.",Indonesia,International
81019391.0,TV Show,Triad Princess,,"Eugenie Liu, Jasper Liu, Cecilia Choi, Tien Hsin, Michael JQ Huang, Chang Zhang-xing, Hung Yan-siang, Tsao Yu-ning, Chang Shu-wei, Lee Lee-zen",6-Dec-19,2019.0,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows","After jostling her way into a gig as a celebrity bodyguard, the boisterous daughter of a powerful triad boss shakes up a TV star's life and finds love.",United States,Comedies
80240027.0,TV Show,Virgin River,,"Alexandra Breckenridge, Martin Henderson, Tim Matheson, Annette O'Toole, Colin Lawrence, Jenny Cooper, Lauren Hammersley",6-Dec-19,2019.0,TV-14,1 Season,"Romantic TV Shows, TV Dramas","Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what ??and who ??she finds.",Soviet Union,Dramas
80126997.0,Movie,Wives on Strike,Omoni Oboli,"Omoni Oboli, Kenneth Okonkwo, Kalu Ikeagwu, Uche Jumbo, Ufoma Ejenobor, Julius Agu, Udoka Oyeka, Chioma Chukwuka-Akpotha, Kehinde Bankole",6-Dec-19,2016.0,TV-MA,92 min,"Comedies, Dramas, International Movies","A group of local women band together to save a terrified young girl from marriage, launching a hilarious strike against their frustrated husbands.",India,International
81172868.0,Movie,Wives on Strike: The Revolution,Omoni Oboli,"Uche Jumbo, Omoni Oboli, Sola Sobowale, Chioma Chukwuka-Akpotha, Ufuoma McDermott, Odunlade Adekola, Kalu Ikeagwu, Kenneth Okonkwo",6-Dec-19,2017.0,TV-14,93 min,"Comedies, Dramas, International Movies","After a woman is severely beaten at home, her strong-willed friends take a stand against their husbands to seek justice for domestic abuse victims.",United States,Comedies
80177346.0,TV Show,Happy!,,"Christopher Meloni, Lili Mirojnick, Glenn Wein, Patrick Fischler, Toby Jaffe, Ritchie Coster, Grant Morrison, Pavun Shetty, Medina Senghore, Patton Oswalt",6-Dec-18,2017.0,TV-MA,1 Season,"Crime TV Shows, TV Action & Adventure, TV Comedies",A boozy ex-cop turned hit man thinks he's losing his marbles when a cartoon unicorn only he can see urges him to rescue a girl kidnapped by Santa.,United States,Dramas
81002594.0,Movie,Yes or No,Saratswadee Wongsomphet,"Sushar Manaying, Supanart Jittaleela, Arisara Thongborisut, Soranut Yupanun, Inthira Yeunyong",6-Dec-18,2010.0,TV-PG,111 min,"International Movies, LGBTQ Movies, Romantic Movies","Traditional girl Pie is initially uncomfortable with her tomboyish new roommate. But as time goes on, she finds herself increasingly attracted to her.",United Kingdom,International
80185876.0,Movie,Trolls Holiday Special,Joel Crawford,"Anna Kendrick, Justin Timberlake, Zooey Deschanel, Christopher Mintz-Plasse, James Corden, Ron Funches, Kunal Nayyar, Aino Jawo, Caroline Hjelt, Walt Dohrn",6-Dec-17,2017.0,TV-G,27 min,"Children & Family Movies, Comedies, Music & Musicals","When Queen Poppy realizes that Bridget and the Bergens don't have any holidays, she hatches a plan for Branch and the Snack Pack to help create one.",United States,Dramas
80117746.0,Movie,Blue Jay,Alex Lehmann,"Sarah Paulson, Mark Duplass, Clu Gulager",6-Dec-16,2016.0,TV-MA,81 min,"Dramas, Independent Movies, Romantic Movies","Two former high school sweethearts unexpectedly reunite in their old hometown, where they rediscover their magical bond and face a shared regret.",South Korea,International
80142615.0,Movie,One in a Billion,Roman Gackowski,"Satnam Singh Bhamara, Mark Cuban, Adam Silver, Vivek RanadivÃ©",6-Dec-16,2016.0,TV-PG,70 min,"Documentaries, Sports Movies",Follow the journey of Satnam Singh Bhamara as he works to fulfill his dream of becoming the first India-born player to be drafted into the NBA.,India,Romantic
80115673.0,Movie,Reggie Watts: Spatial,Benjamin Dickinson,Reggie Watts,6-Dec-16,2016.0,TV-MA,62 min,"Music & Musicals, Stand-Up Comedy","The comic innovator delivers a surreal set blending experimental songs, jokes about grits, guns and drugs, and other improvised comedy adventures.",India,Documentaries
80105691.0,Movie,The Model,Mads Matthiesen,"Maria Palm, Ed Skrein, Yvonnick Muller, Charlotte Tomaszewska, Virgile Bramly, Marco IlsÃ¸, Dominic Allburn",6-Dec-16,2016.0,TV-MA,104 min,"Dramas, Independent Movies, International Movies","Danish teen Emma moves to Paris hoping to become a top model, but her dreams soon unravel when her affair with photographer Shane turns obsessive.",Australia,International
81029841.0,Movie,A Christmas Prince: The Royal Baby,John Schultz,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey, Sarah Douglas, Andy Lucas, Raj Bajaj, Richard Ashton, Tahirah Sharif, Joel McVeagh, Theo Devaney, Kevin Shen, Momo Yeung, Crystal Yu, Billy Angel",5-Dec-19,2019.0,TV-PG,85 min,"Children & Family Movies, Dramas, Romantic Movies","Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must save her family and kingdom by unwrapping a monarchy mystery.",United Arab Emirates,Action & Adventure
81083590.0,TV Show,Home for Christmas,,"Ida Elise Broch, Gabrielle Susanne Solheim Leithaug, Dennis StorhÃ¸i, Anette Hoff, Felix Sandman, Ghita NÃ¸rby, Hege SchÃ¸yen, BjÃ¸rn Skagestad, Mads SjÃ¸gÃ¥rd Pettersen",5-Dec-19,2019.0,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Tired of the constant comments on her relationship status, perpetually single Johanne starts a 24-day hunt for a boyfriend to bring home for Christmas.",Thailand,Dramas
81212801.0,Movie,The Irishman: In Conversation,,"Martin Scorsese, Robert De Niro, Al Pacino, Joe Pesci",5-Dec-19,2019.0,TV-MA,24 min,Documentaries,"Join director Martin Scorsese as he sits down with stars Robert De Niro, Al Pacino and Joe Pesci for an intimate, intriguing look inside ""The Irishman.""",United Kingdom,Independent
80236118.0,TV Show,V Wars,,"Ian Somerhalder, Adrian Holmes, Jacky Lai, Kyle Breitkopf, Peter Outerbridge, Kimberly-Sue Murray, Sydney Meyer, Kandyse McClure, Laura Vandervoort, Michael Greyeyes, Greg Bryk, Teddy Moynihan, Ted Atherton, Jonathan Higgins, Nikki Reed, Samantha Liana Cole, Laura de Carteret, Bo Martyn",5-Dec-19,2019.0,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Horror",A fast-spreading disease that turns victims into blood-sucking fiends pits two best friends against each other in a fight for humanity's future.,United States,Dramas
80244190.0,Movie,Breath,Simon Baker,"Samson Coulter, Ben Spence, Simon Baker, Elizabeth Debicki, Richard Roxburgh, Rachael Blake, Jacek Koman",5-Dec-18,2018.0,TV-MA,116 min,"Dramas, Sports Movies","In mid-1970s Australia, two small-town teenage boys befriend an enigmatic middle-aged surfer, who urges them to see the thrill in facing their fears.",India,International
80211229.0,TV Show,Cleo & Cuquin,Fernando Moro,,5-Dec-18,2018.0,TV-Y,1 Season,Kids' TV,Spirited sister-brother duo Cleo and CuquÃ­n try on different professions each day to help their other siblings solve problems and enjoy new adventures.,Germany,Thrillers
80204730.0,TV Show,The Last O.G.,,"Tracy Morgan, Tiffany Haddish, Cedric the Entertainer, Allen Maldonado, Ryan Gaul, Taylor Mosby, Dante Hoagland, Joel Marsh Garland, Gino Vento, Derek Gaines, Daniel J. Watts, Malik Yoba, Edi Patterson",5-Dec-18,2018.0,TV-MA,1 Season,TV Comedies,"After 15 years behind bars, a kindhearted ex-drug dealer returns to Brooklyn looking for a fresh start, only to discover things have changed. A lot.",United States,Comedies
80187435.0,Movie,Craig Ferguson: Tickle Fight,Jay Chapman,Craig Ferguson,5-Dec-17,2017.0,TV-MA,67 min,Stand-Up Comedy,"Cheeky comic Craig Ferguson keeps it casual as he discusses '70s porn, Japanese toilets and his mildly crime-filled days as a talk show host.",Ireland,Dramas
80104103.0,Movie,The Good Neighbor,Kasra Farahani,"James Caan, Logan Miller, Keir Gilchrist, Laura Innes, Edwin Hodge, Anne Dudek, Bailey Noble, Lili Reinhart, Mindy Sterling",5-Dec-16,2016.0,TV-MA,97 min,"Dramas, Independent Movies, Thrillers","Two tech-savvy teens plot to fool a cranky old neighbor into believing his house is haunted, but their cruel prank soon takes some unexpected turns.",United Kingdom,International
80004478.0,Movie,Bill Burr: I'm Sorry You Feel That Way,Jay Karas,Bill Burr,5-Dec-14,2014.0,NR,81 min,Stand-Up Comedy,"Bill Burr escapes the zombie apocalypse, explores how rom-coms ruin great sex and explains how too many childhood hugs may be the downfall of man.",Italy,Dramas
81188871.0,Movie,Let's Dance,Ladislas Chollat,"Rayane Bensetti, Alexia Giordano, Guillaume de TonquÃ©dec, Mehdi Kerkouche, Brahim Zaibat, Line Renaud",4-Dec-19,2019.0,TV-MA,109 min,"Dramas, International Movies, Romantic Movies","After his crew breaks up, a gifted but insecure hip-hop dancer teaches at a top ballet school in Paris, where he falls for an aspiring ballerina.",United States,International
81135440.0,TV Show,The Prince of Tennis ~ Match! Tennis Juniors ~,,"Peng Yuchang, Dong Li, Zhang Yijie, Xie Binbin, Zhu Zhiling, Xu Ke, Wu Xudong, Li He, Fan Linfeng",4-Dec-19,2019.0,TV-PG,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",A tennis whiz beats the odds to excel on the court while juggling school and inspiring teammates. Based on the hit manga series by Takeshi Konomi.,United States,Comedies
81055408.0,TV Show,The Road to Love,,"Katherine Escobar Farfan, Juan Manuel Restrepo, CÃ©sar Mora, Mario Espitia, Carmenza GonzÃ¡lez, JosÃ© Daniel Cristancho, Felipe Bernedette, Camilo Amores, Linda LucÃ­a Callejas, Fernando SolÃ³rzano, MarÃ­a Laura Quintero, Toto Vega, Mayra Luna, Ana MarÃ­a CuÃ©llar, MarÃ­a Fernanda Matus",4-Dec-19,2019.0,TV-14,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","After an argument with her dad, a young woman from a family of macho truck drivers is kicked out of the home and must make her own success as a trucker.",Austria,International
80211590.0,Movie,God's Not Dead: A Light in Darkness,Michael Mason,"David A.R. White, John Corbett, Shane Harper, Ted McGinley, Jennifer Taylor, Benjamin A. Onyango, Tatum O'Neal, Cissy Houston",4-Dec-18,2018.0,PG,106 min,"Dramas, Faith & Spirituality","After a fire breaks out at his church, a pastor faces a legal battle against university leaders who wish to push the congregation off the campus.",Czech Republic,Action & Adventure
80187306.0,Movie,RUSSELL BRAND: RE:BIRTH,Chris Howe,Russell Brand,4-Dec-18,2018.0,TV-MA,63 min,Stand-Up Comedy,Russell Brand gets loquacious in London as he ruminates on the state of the world and marvels over how his life changed the moment he became a father.,Germany,Comedies
80988989.0,Movie,The Cakemaker,Ofir Raul Graizer,"Sarah Adler, Tim Kalkhof, Roy Miller, Zohar Shtrauss, Sandra Sade, Tamir Ben-Yehuda, Stephanie Stremler, Tagel Eliyahu",4-Dec-18,2017.0,TV-14,109 min,"Dramas, Independent Movies, International Movies","When a German baker travels to Jerusalem in search of his dead male lover?s family, his growing involvement with them may expose his truth.",United States,International
80117080.0,Movie,Mercenary,Sacha Wolff,"Toki Pilioko, Iliana Zabeth, Mikaele Tuugahala, Laurent Pakihivatau, Petelo Sealeu, Maoni Talalua, Teotola Maka, Bessarion Udesiani",4-Dec-16,2016.0,TV-MA,99 min,"Dramas, International Movies, Sports Movies","When he defies his cruel father and leaves New Caledonia to play rugby in France, young Soane learns hard lessons about life, love and success.",Mexico,Movies
80042368.0,Movie,A Very Murray Christmas,Sofia Coppola,"Bill Murray, Miley Cyrus, George Clooney, Chris Rock, Amy Poehler, Michael Cera, Maya Rudolph, Rashida Jones, Jason Schwartzman, Paul Shaffer, Jenny Lewis, Phoenix",4-Dec-15,2015.0,TV-14,57 min,"Comedies, Music & Musicals","Bill Murray rounds up an all-star cast for an evening of music, mischief and barroom camaraderie in this irreverent twist on holiday variety shows.",India,Dramas
60034116.0,Movie,3 Deewarein,Nagesh Kukunoor,"Naseeruddin Shah, Jackie Shroff, Juhi Chawla, Nagesh Kukunoor, Gulshan Grover, Aditya Lakhia, Shri Vallabh Vyas",31-Dec-19,2003.0,TV-MA,121 min,"Dramas, International Movies, Thrillers","A reporter interviews three convicts on death row for a documentary but as their stories emerge, so do her own true motivations for soliciting them.",Germany,International
70211474.0,Movie,Aarakshan,Prakash Jha,"Amitabh Bachchan, Saif Ali Khan, Manoj Bajpayee, Deepika Padukone, Prateik, Tanvi Azmi, Saurabh Shukla, Darshan Jariwala, Yashpal Sharma, Mukesh Tiwari",31-Dec-19,2011.0,TV-14,164 min,"Dramas, International Movies",The decision by India's supreme court to establish caste-based reservations for jobs in education causes conflict between a teacher and his mentor.,Hong Kong,Romantic
81177444.0,Movie,Aaviri,Ravi Babu,"Ravi Babu, Neha Chauhan, Sri Muktha, Bharani Shankar, Mukhtar Khan, Priya",31-Dec-19,2019.0,TV-14,110 min,"Horror Movies, International Movies, Thrillers","After losing their first child in an accident, a couple moves to a palatial home, where their young daughter comes under the spell of an eerie spirit.",China,Documentaries
81213876.0,Movie,Adrishya,Sandeep Chatterjee,"Ravi Kumar, Ayesha Singh, Nishat Mallick, Archana Kotwal, Rakesh Chaturvedi Om, Nidhi Mahavan, Abhijit Sinha, Abdur Rehman",31-Dec-19,2017.0,TV-14,99 min,"Horror Movies, Independent Movies, International Movies",A family?s harmonious existence is interrupted when the young son begins showing symptoms of anxiety that seem linked to disturbing events at home.,Hong Kong,International
70056728.0,Movie,Ahista Ahista,Shivam Nair,"Abhay Deol, Soha Ali Khan, Shayan Munshi, Kamini Khanna, Sohrab Ardeshir, Murad Ali, Shakeel Khan, Natasha Sinha, Brijendra Kala",31-Dec-19,2006.0,TV-14,122 min,"Dramas, International Movies, Romantic Movies","Stood up by her groom at the altar, a young woman finds help and healing from another man ??until her ex-fiancÃ© returns, hoping to win her back.",China,Horror
81161834.0,Movie,Albert Pinto Ko Gussa Kyun Aata Hai?,Soumitra Ranade,"Nandita Das, Manav Kaul, Saurabh Shukla, Kishore Kadam, Omkar Das Manikpuri, Amarjeet Amle, Yusuf Hussain, Sushma Bakshi",31-Dec-19,2019.0,TV-MA,85 min,"Dramas, Independent Movies, International Movies","As the police investigate his disappearance, a young man heads to Goa to carry out an act of vengeance fueled by years of pent-up anger toward society.",United States,Sci-Fi & Fantasy
247747.0,Movie,Amar Akbar Anthony,Manmohan Desai,"Vinod Khanna, Rishi Kapoor, Amitabh Bachchan, Neetu Singh, Parveen Babi, Shabana Azmi, Nirupa Roy, Pran",31-Dec-19,1977.0,TV-14,172 min,"Action & Adventure, Classic Movies, Comedies","Abandoned in a park by their father, Amar, Akbar and Anthony grow up independently and have no knowledge of one another. They're reunited as adults when, by coincidence, they all give blood at the same hospital.",United States,Thrillers
70064205.0,Movie,Anwar,Manish Jha,"Siddharth Koirala, Nauheed Cyrusi, Manisha Koirala, Rajpal Yadav, Yashpal Sharma, Vijay Raaz, Hiten Tejwani, Sudhir Pandey, Sanjay Mishra, Lalit Tiwari",31-Dec-19,2007.0,TV-14,134 min,"Dramas, Independent Movies, International Movies","Seeking refuge in a Hindu temple after the tragic death of the girl he loved, a Muslim youth is caught by the police, who mistake him for an enemy.",United States,Anime Series
81219073.0,TV Show,ARASHI's Diary -Voyage-,,Arashi,31-Dec-19,2019.0,TV-PG,1 Season,"Docuseries, International TV Shows","Twenty years after their debut, join the beloved members of Arashi on a new journey as they showcase their lives, talents and gifts to the world.",Poland,International
80083672.0,Movie,Barah Aana,Raja Menon,"Naseeruddin Shah, Arjun Mathur, Vijay Raaz, Tannishtha Chatterjee, Violante Placido, Benjamin Gilani",31-Dec-19,2009.0,TV-14,95 min,"Dramas, International Movies","After futile attempts to better their lives with honest work, three broke friends opt for a more dubious means of making money: kidnapping for ransom.",Canada,British
60003405.0,Movie,Bawarchi,Hrishikesh Mukherjee,"Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal",31-Dec-19,1972.0,TV-PG,125 min,"Classic Movies, Comedies, Dramas",A dysfunctional middle-class family is transformed by the attentions of their talented new chef ??until he vanishes along with their valuable jewels.,Taiwan,Crime
70053010.0,Movie,Bazaar,Sagar Sarhadi,"Farooq Shaikh, Smita Patil, Naseeruddin Shah, Bharat Kapoor, Supriya Pathak, Rita Rani Kaul, Malika",31-Dec-19,1982.0,TV-14,121 min,"Dramas, Independent Movies, International Movies","A young man challenges traditional customs by standing up to the father of the woman he loves, who has promised her to a wealthy expatriate.",United States,International
81038225.0,Movie,Benchwarmers 2: Breaking Balls,Jon Rosenbaum,"Chris Klein, Jon Lovitz, Chelsey Reist, Lochlyn Munro, Liam Hughes, Jill Morrison, Zak Santiago, Garfield Wilson, Jonathan Silverman",31-Dec-19,2019.0,PG-13,90 min,"Comedies, Sports Movies",A rookie lawyer with an emasculating past in baseball can break into the legal world only if he manages a law firm's ragtag company softball team.,Mexico,Dramas
70062701.0,Movie,Bhagam Bhag,Priyadarshan,"Akshay Kumar, Govinda, Lara Dutta, Paresh Rawal, Rajpal Yadav, Jackie Shroff, Arbaaz Khan, Tanushree Dutta, Asrani, Shakti Kapoor",31-Dec-19,2006.0,TV-14,151 min,"Comedies, International Movies, Romantic Movies","A theater group lands in trouble when its new actress takes her own life, two of its members are framed for murder and no one is who they appear to be.",United States,Dramas
81213889.0,Movie,Bhoot,Ram Gopal Varma,"Ajay Devgn, Urmila Matondkar, Nana Patekar, Rekha, Fardeen Khan, Victor Banerjee, Tanuja, Seema Biswas",31-Dec-19,2003.0,TV-MA,114 min,"Horror Movies, International Movies, Thrillers","After a couple moves into an apartment, the wife?s increasingly disturbing behavior unravels chilling secrets about their new home?s past.",United States,Thrillers
70005055.0,Movie,Bobby,Raj Kapoor,"Rishi Kapoor, Dimple Kapadia, Pran, Prem Nath, Sonia Sahni, Durga Khote, Aruna Irani, Prem Chopra, Farida Jalal",31-Dec-19,1973.0,TV-14,168 min,"Classic Movies, Dramas, International Movies","Raj, the son of strict, wealthy parents, falls in love with Bobby, the daughter of a poor Christian fisherman ??a romance his parents oppose.",,Dramas
60029461.0,Movie,Carrie,David Carson,"Angela Bettis, Patricia Clarkson, Rena Sofer, Kandyse McClure, Emilie de Ravin, Tobias Mehler, Jesse Cadotte, Meghan Black, Chelan Simmons, Katharine Isabelle",31-Dec-19,2002.0,TV-14,132 min,Horror Movies,This remake of the classic 1976 horror flick finds misfit Carrie getting revenge on all the cool people who've bullied her over the years.,United States,Independent
81213893.0,Movie,Chal Mere Bhai,David Dhawan,"Sanjay Dutt, Salman Khan, Karisma Kapoor, Dalip Tahil, Sushma Seth, Shakti Kapoor, Nagma, Sonali Bendre, Twinkle Khanna, Ravi Baswani",31-Dec-19,2000.0,TV-14,132 min,"Comedies, International Movies, Romantic Movies","When a secretary saves her tycoon boss's life, his family hears wedding bells. Problem is, she's already in love ??with his younger brother.",United States,Documentaries
372195.0,Movie,Child's Play,Tom Holland,"Catherine Hicks, Alex Vincent, Brad Dourif, Chris Sarandon, Dinah Manoff, Tommy Swerdlow, Jack Colvin, Neil Giuntoli, Juan RamÃ­rez, Alan Wilder",31-Dec-19,1988.0,R,87 min,"Cult Movies, Horror Movies","When a rash of murders unfolds, 6-year-old Andy knows that his toy doll Chucky is the killer, but neither his mom nor the cops believe him.",India,Documentaries
20255593.0,Movie,Chupke Chupke,Hrishikesh Mukherjee,"Dharmendra, Sharmila Tagore, Amitabh Bachchan, Jaya Bhaduri, Om Prakash, Asrani, David Abraham, Usha Kiran, Lily Chakravarty, Keshto Mukherjee",31-Dec-19,1975.0,TV-PG,127 min,"Classic Movies, Comedies, International Movies","Jealous of the high regard in which his new wife holds their brother-in-law, a botany professor stages an elaborate prank that will even the score.",United States,International
70059328.0,Movie,Deadline: Sirf 24 Ghante,Tanveer Khan,"Irrfan Khan, Konkona Sen Sharma, Rajit Kapoor, Sandhya Mridul, Zakir Hussain, Rajeev Verma, Princey Shukla",31-Dec-19,2006.0,TV-14,97 min,"Independent Movies, International Movies, Thrillers",A surgeon?s perfect life is rattled when his daughter is taken hostage in their own home and he's given 24 hours to pay a hefty ransom.,Brazil,Comedies
81213888.0,Movie,Dhamaal,Indra Kumar,"Sanjay Dutt, Riteish Deshmukh, Arshad Warsi, Aashish Chaudhary, Javed Jaffrey, Prem Chopra, Asrani, Tiku Talsania",31-Dec-19,2007.0,TV-14,128 min,"Action & Adventure, Comedies, International Movies","Tipped off about buried money in Goa, four ne?er-do-well friends go on the hunt, chased by a police officer who wants the treasure for himself.",France,International
60024927.0,Movie,Die Another Day,Lee Tamahori,"Pierce Brosnan, Halle Berry, Toby Stephens, Rick Yune, Rosamund Pike, Judi Dench, John Cleese, Michael Madsen, Will Yun Lee, Kenneth Tsang, Emilio EchevarrÃ­a, Mikhail Gorevoy, Lawrence Makoare, Colin Salmon, Samantha Bond",31-Dec-19,2002.0,PG-13,133 min,Action & Adventure,Pierce Brosnan's final outing as 007 finds James Bond facing off against a North Korean terrorist who's in league with a British diamond merchant.,France,Dramas
20255837.0,Movie,Don,Chandra Barot,"Amitabh Bachchan, Zeenat Aman, Pran, Iftekhar, Om Shivpuri, Satyendra Kapoor, P. Jairaj, Kamal Kapoor, Arpana Choudhry, Helen",31-Dec-19,1978.0,TV-14,158 min,"Action & Adventure, Classic Movies, Dramas",A man who's a lookalike for a slain mob kingpin is asked by the police to impersonate the gangster and infiltrate his underworld organization.,United States,Independent
70006866.0,Movie,Encounter: The Killing,Ajay Phansekar,"Naseeruddin Shah, Tara Deshpande, Akash Khurana, Ratna Pathak Shah, Dilip Prabhavalkar, Avtar Gill",31-Dec-19,2002.0,TV-14,151 min,"Dramas, Independent Movies, International Movies","After accidentally killing a young mobster, a guilt-stricken police officer searches for the parents who never came forward to claim their son's body.",Argentina,International
20077944.0,Movie,Ghayal,Rajkumar Santoshi,"Sunny Deol, Meenakshi Sheshadri, Amrish Puri, Moushumi Chatterjee, Kulbhushan Kharbanda, Om Puri, Raj Babbar, Shabbir Khan",31-Dec-19,1990.0,TV-14,163 min,"Action & Adventure, Dramas, International Movies","Framed for his older brother's murder, a boxer seeks violent revenge against the true killer who's torn his family apart.",United States,Dramas
20705133.0,Movie,Ghulam-E-Musthafa,Partho Ghosh,"Nana Patekar, Raveena Tandon, Paresh Rawal, Aruna Irani, Mohan Joshi, Mohnish Bahl, Shivaji Satham, Vishwajeet Pradhan, Ashwin Kaushal, Satish Shah",31-Dec-19,1997.0,TV-MA,161 min,"Action & Adventure, Dramas, International Movies","Giving up his life of crime for love, a gangster struggles with a moral dilemma when tragic events and enduring enemies take him back to the underworld.",India,International
21028086.0,Movie,Gol Maal,Hrishikesh Mukherjee,"Amol Palekar, Bindiya Goswami, Deven Verma, Utpal Dutt, Shubha Khote, Manju Singh, Dina Pathak, Pushpa, David Abraham, Asrani",31-Dec-19,1979.0,TV-PG,137 min,"Classic Movies, Comedies, International Movies","When circumstances at work compel Ram to pretend to have a twin, his lie works ??until the boss wants his daughter to marry Ram?s fictitious brother.",United Kingdom,Thrillers
22040803.0,Movie,GoldenEye,Martin Campbell,"Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker, Judi Dench, Robbie Coltrane, Gottfried John, Alan Cumming, TchÃ©ky Karyo, Desmond Llewelyn, Samantha Bond, Michael Kitchen, Serena Gordon, Simon Kunz",31-Dec-19,1995.0,PG-13,130 min,Action & Adventure,"Pierce Brosnan takes his first turn as debonair secret agent James Bond, who investigates the destruction of a Russian satellite weapons base.",Ireland,British
70054380.0,Movie,Golmaal: Fun Unlimited,Rohit Shetty,"Ajay Devgn, Tusshar Kapoor, Arshad Warsi, Sharman Joshi, Paresh Rawal, Rimi Sen, Sushmita Mukherjee, Vrajesh Hirjee",31-Dec-19,2006.0,TV-14,148 min,"Comedies, International Movies","Between thwarting crooks and wooing the belle next door, four pranksters get in over their heads when they bamboozle their way into a couple?s bungalow.",United States,International
60020236.0,Movie,Heartbreakers,David Mirkin,"Sigourney Weaver, Jennifer Love Hewitt, Ray Liotta, Jason Lee, Gene Hackman, Anne Bancroft, Jeffrey Jones, Nora Dunn, Ricky Jay, Zach Galifianakis",31-Dec-19,2001.0,PG-13,124 min,"Comedies, Romantic Movies","In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it.",Czech Republic,Comedies
20765027.0,Movie,Hera Pheri,Prakash Mehra,"Amitabh Bachchan, Vinod Khanna, Saira Banu, Sulakshana Pandit, Shreeram Lagoo, Pinchoo Kapoor, P. Jairaj, Yunus Parvez",31-Dec-19,1976.0,TV-14,156 min,"Action & Adventure, Comedies, Dramas",The bond between two crooks and best friends is threatened when one learns that the other's father had a hand in his own tragic past.,United States,International
81109078.0,Movie,How High 2,Bruce Leddy,"Lil Yachty, D.C. Young Fly, Alyssa Goss, DeRay Davis, Mary Lynn Rajskub, Blac Youngsta, Lil Baby, NeNe Leakes, Mike Epps, Al Shearer",31-Dec-19,2019.0,TV-MA,89 min,Comedies,"When a pair of friends uncover a weed Bible, their magical stash gets stolen, sending them on a pot-fueled quest through Atlanta to find it.",United States,Romantic
81213885.0,Movie,Jaan-E-Mann: Let's Fall in Love... Again,Shirish Kunder,"Salman Khan, Akshay Kumar, Preity Zinta, Anupam Kher, Aman Verma, Javed Sheikh, Soni Razdan, Nawab Shah",31-Dec-19,2006.0,TV-14,163 min,"Dramas, International Movies, Romantic Movies","To avoid alimony payments, an aspiring actor schemes for his ex-wife to marry an unlikely suitor, but soon realizes he may not be ready to lose her.",United States,Dramas
